0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-0.71724534,-0.03438312,0.17885876,0.1657474,0.15816784,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.71426916,-0.036014795,0.1657474,0.15816784,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,-0.0009138754
-0.71426916,-0.036014795,0.1657474,0.15816784,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.711293,-0.03257245,0.15816784,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,-0.0010187925
-0.711293,-0.03257245,0.15816784,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7083168,-0.026757836,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.0005795762
-0.7083168,-0.026757836,0.1514957,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7053406,-0.021966577,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.00086602924
-0.7053406,-0.021966577,0.14537287,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.70236444,-0.016711414,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.00072434783
-0.70236444,-0.016711414,0.13945246,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69938827,-0.011950672,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.0007162762
-0.69938827,-0.011950672,0.13572931,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.696412,-0.0070129633,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.0008635911
-0.696412,-0.0070129633,0.13457775,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.69343585,-0.00079345703,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.0009428274
-0.69343585,-0.00079345703,0.13322365,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69045967,0.0058084726,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.00072269345
-0.69045967,0.0058084726,0.12878418,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.68748343,0.011291504,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.00092574785
-0.68748343,0.011291504,0.099143624,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.68450725,0.016874194,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.0012205581
-0.68450725,0.016874194,0.04178822,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6815311,0.023663282,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.0011472141
-0.6815311,0.023663282,-0.016739666,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6785549,0.031095386,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.0010670968
-0.6785549,0.031095386,-0.050061703,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6755787,0.038716674,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.0009162465
-0.6755787,0.038716674,-0.061084926,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.67260253,0.04594314,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.0011292855
-0.67260253,0.04594314,-0.07010692,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66962636,0.05277908,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.0007751348
-0.66962636,0.05277908,-0.07698941,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6666502,0.057682276,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.00083794456
-0.6666502,0.057682276,-0.081599176,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.66367394,0.06227827,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.0010532048
-0.66367394,0.06227827,-0.08529663,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.66069776,0.067439795,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.0009154408
-0.66069776,0.067439795,-0.088899314,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6577215,0.07182419,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.00077046955
-0.6577215,0.07182419,-0.091477215,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.65474534,0.07532549,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.00090886245
-0.65474534,0.07532549,-0.092089176,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.65176916,0.07890427,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.00084365014
-0.65176916,0.07890427,-0.08927357,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.648793,0.081579566,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.0006305603
-0.648793,0.081579566,-0.08394581,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6458168,0.08262527,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.00069628184
-0.6458168,0.08262527,-0.078751385,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6428406,0.084269166,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.0011264803
-0.6428406,0.084269166,-0.076321244,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.63986444,0.08777261,-0.07729137,-0.07952237,-0.08146268,-0.08157188,-0.0802564,-0.07893932,-0.077623844,-0.07630843,-0.074992955,-0.0008847273
